var,skew,kur,class
10127.21575969833,-1.489267953765318,0.10913528883352525,yes
10073.550965199374,-1.4739522034823325,0.09154039249783448,yes
11372.94606339113,-1.4663941278227994,-0.08320783289291318,yes
12963.206503617326,-1.470356298055127,-0.15930461872177362,yes
15141.024899892715,-1.472850950869938,-0.04612380649426643,yes
16493.70471656745,-1.4992849188364865,0.007471766564531914,yes
16945.61273620268,-1.4929796688722263,0.07054979401033415,yes
16276.148609503509,-1.4815606133369674,0.059410845712052344,yes
9774.502409709425,-1.429644778981818,-0.10007059089661034,yes
12170.373243203723,-1.4553563583458635,-0.15899861661235173,yes
15501.371832575793,-1.4898578176842352,-0.0671572748866755,yes
16387.897072276388,-1.4783612468364669,-0.09536306823745345,yes
18728.901348221552,-1.4857882400765634,-0.03344881657599078,yes
21154.890040344282,-1.4913117944443828,-0.011865704918725652,yes
20809.35443315928,-1.5009552088768585,0.009203353986227075,yes
3642.228811039262,-1.4825491731669722,-0.056940138958082503,yes
3821.271263373258,-1.4596790408358717,-0.060809587274863006,yes
3816.479813298196,-1.4573056545679361,-0.08005778407027526,yes
3838.653510099575,-1.4576832919156855,-0.03529021155140179,yes
3691.471142082633,-1.4720328039983237,0.06372271740506204,yes
3360.8835394927873,-1.46102778034462,0.1300623169170058,yes
3251.743004889966,-1.4593249141845217,0.12814632549071234,yes
2697.5838042215682,-1.4387533709421574,0.039345968111098535,yes
8101.290681944671,-1.4949274567860888,-0.016147872583304537,yes
8251.180184277702,-1.491399316123919,-0.016084187936423806,yes
8180.13394308477,-1.4939754175913769,-0.025709668191473235,yes
8038.045691515959,-1.5022649337441127,-0.020793928483745144,yes
8088.851777392025,-1.4919510743818523,-0.010568912274453732,yes
8162.148551848129,-1.4859926094402247,-0.02009694367060706,yes
8051.995226276421,-1.483192978590481,-0.02204840156046953,yes
8081.378422851545,-1.4845360301677277,-0.022293566554571716,yes
7852.411348571615,-1.4857213672191831,-0.010688601255659767,yes
56028.00441789515,-1.4886317841069512,0.010099491203942434,yes
56341.08116332734,-1.4904773040508512,0.007031510929108713,yes
56350.93826911646,-1.4914521468205455,0.010134178845659862,yes
56560.84653514153,-1.4960211924760207,0.008206052474687323,yes
56118.02598249448,-1.4948719616942672,0.006053631773780026,yes
61165.74446016221,-1.2835849352083624,0.029072373932241203,yes
56783.718306104085,-1.4899611755870181,0.008762900194560518,yes
56150.585509501965,-1.4922001294503395,0.015038930876291658,yes
56508.232811429094,-1.4893971369343744,0.011661161662704107,yes
56742.433180447624,-1.4913710998975307,0.01086326475315444,yes
56567.80823760493,-1.4885132756527053,0.0136686850757348,yes
56733.17984151114,-1.4911277078297516,0.0119465231728349,yes
56413.74089206283,-1.4954058742685747,0.01176801013239729,yes
56707.971556259334,-1.4943688222168428,0.010022909822466333,yes
57029.46136704427,-1.493926756433005,0.012380423422916906,yes
56400.475653625035,-1.4867394818167758,0.011688616174945562,yes
56663.95263039302,-1.4831371980566954,0.011485012159047325,yes
56834.46918163294,-1.4990366538272233,0.01128941564357364,yes
1029811.4814490704,-1.4924439920939871,-0.010234206393454423,yes
1029358.1359186808,-1.491157706744984,-0.008043269962596515,yes
1029708.9596080836,-1.492600557895772,-0.00885725275062858,yes
1027729.8015318364,-1.4895793856946344,-0.008145770465864635,yes
1030066.6483527964,-1.489320433924682,-0.00818474584709528,yes
1028004.5779420002,-1.491367021787873,-0.010372715005291484,yes
1028069.8235262771,-1.4904441173460519,-0.010469228127775128,yes
1030069.7773706916,-1.4897019652088999,-0.010709095635247438,yes
1025558.5308975321,-1.4889827512671998,-0.00957019616929206,yes
1029509.7798406819,-1.489943861417083,-0.0093497902630733,yes
1029988.5302925692,-1.4909185754331111,-0.008871305339039811,yes
1029679.1952855834,-1.4900794332632852,-0.010066774796438097,yes
1032104.2412222433,-1.4899352538881976,-0.00846516408929627,yes
1029286.9638917303,-1.4903620231663277,-0.008840550169049896,yes
1027524.8115665028,-1.4896692042685358,-0.008500145403074939,yes
1025938.6343602152,-1.489716017109959,-0.010071966510301665,yes
1026532.029898966,-1.4897092184026275,-0.01016126793113705,yes
1025522.919718277,-1.4882421041436178,-0.010527520146044918,yes
1025322.9204490869,-1.4918365424208353,-0.009129240731589841,yes
1022698.7893589943,-1.4903346799452923,-0.00969302655609695,yes
1022574.3330748715,-1.4887093236129632,-0.008908792420516856,yes
1020457.7078086089,-1.4931382027457876,-0.011913653891890705,yes
1026125.4102916468,-1.4873596636161854,-0.0065906709632226725,yes
1022997.1028248643,-1.4919678260942961,-0.010218264654866567,yes
1025358.1780900779,-1.4909022986566087,-0.010330042570660228,yes
1024083.0053126673,-1.491592472855124,-0.009139896577690964,yes
1026432.0516179303,-1.489304013307973,-0.009374470017059277,yes
1022430.556022518,-1.4899708276398747,-0.010164524217060836,yes
1020149.3862824223,-1.4916288782140057,-0.010162225564469345,yes
1023192.4233567044,-1.4908332617019984,-0.011249872603682019,yes
1022246.3284862572,-1.489507522350535,-0.010055625484795305,yes
1021709.4149843499,-1.490391365974979,-0.009678791936371762,yes
1023642.9437960607,-1.4924463383091637,-0.009800488073545515,yes
1018836.165265359,-1.4912760461795453,-0.009114277323185802,yes
1028562.8712950565,-1.4926567419991432,-0.010785540448505234,yes
1023479.0716808548,-1.4908919839851784,-0.00904687972667818,yes
1022943.2954212902,-1.489138521593217,-0.009654858889233333,yes
1024914.4667106022,-1.4919377754980967,-0.00985212057287933,yes
1021291.0574503081,-1.4915804750064299,-0.010649032714235217,yes
1022632.7015623476,-1.4889934603992476,-0.009374371589449941,yes
1021393.3671853368,-1.4912663314378354,-0.009637796765000609,yes
1018875.083048332,-1.49026749280468,-0.00949759909524905,yes
1018775.5720340234,-1.4896746744669642,-0.010093888392389625,yes
1018417.7498496394,-1.4917241884653865,-0.010591265995256,yes
1019563.0016086136,-1.490256764119133,-0.010821253460908122,yes
1004937.6454607231,-1.495443170001845,-0.005583082626709214,yes
1007146.5378166372,-1.4918939952358552,-0.007387170475847894,yes
1003529.40755187,-1.4926779293293664,-0.008951345684898474,yes
1004599.1471605527,-1.4915412166075854,-0.007661746608438506,yes
1006385.2304030035,-1.491349540202039,-0.007856287147942075,yes
1005531.7358803139,-1.4891348180985944,-0.00789641511374464,yes
1003807.378221221,-1.4894923984032002,-0.007632807175278405,yes
1005917.4076975165,-1.4901546854726744,-0.00735105895760227,yes
1003116.1741190443,-1.4866072644117867,-0.008996402473402249,yes
1005708.6102872896,-1.4885397557130866,-0.008807736230526157,yes
1002657.5046963403,-1.489508715486474,-0.008575517793252732,yes
1002878.5596412679,-1.490544084326112,-0.009670320023279697,yes
1009911.7562097732,-1.4888996892058928,-0.00932154337288122,yes
1003460.417912769,-1.490839281490753,-0.008390659468764284,yes
1004213.3050423919,-1.4916306664434895,-0.008662228145371598,yes
1002870.3557192339,-1.4914168968282964,-0.00853730975626429,yes
1006462.1189527696,-1.4924390842233604,-0.009003507248648252,yes
1006340.8489283646,-1.4899715422645081,-0.009490656117084264,yes
1005051.9971014473,-1.4900109831751236,-0.009803832575908623,yes
1005918.5894016671,-1.4923009077940383,-0.009013719928227202,yes
1000219.6535945127,-1.4920874409491405,-0.010158904586162417,yes
1001767.1812050703,-1.4900277226261125,-0.008961156257253123,yes
1002933.6732187334,-1.4921326146856182,-0.01033303153707929,yes
1002122.4967014687,-1.4915721161896098,-0.010384211316543315,yes
1010710.7746312745,-1.4932018254939483,-0.00869504298494873,yes
1000628.9042963414,-1.4899127176293534,-0.008590077941146806,yes
1002756.7822494225,-1.4891198525222789,-0.009088460607800953,yes
1002739.2128100782,-1.492254453812419,-0.00898131888902263,yes
1002841.5715239155,-1.487891467897682,-0.009047776016030252,yes
1000935.3079762853,-1.4896998756490432,-0.00924233785181014,yes
1003335.6995785439,-1.4898146500500495,-0.010383910964159849,yes
1004614.3150783626,-1.489717295775081,-0.009858833047281036,yes
1006791.30877029,-1.4908461321617752,-0.010495598404019842,yes
1000871.6493934831,-1.4897589860763054,-0.010679549516526924,yes
1004482.2851063319,-1.4885677953305394,-0.009450536090154234,yes
1000143.3695531135,-1.490514516306319,-0.008957134979206478,yes
1006154.3272560101,-1.4890216837474939,-0.01071753904815066,yes
1003749.6021796914,-1.490311253014943,-0.01144934723015316,yes
1001405.519977292,-1.4904732820737883,-0.010933670824955692,yes
1000249.2562946756,-1.4916407519285881,-0.00924710191415139,yes
1002178.3937250203,-1.491605024612325,-0.01156033754068632,yes
996644.0338893952,-1.4902284613677577,-0.010792250707726214,yes
997766.1781515125,-1.4885116045958255,-0.009919026246689312,yes
997724.0802613397,-1.4924848119823964,-0.009020008932371733,yes
1000297.9155281483,-1.4905865308939055,-0.00958745975801656,yes
999698.5795472257,-1.4919656990192995,-0.010761024987257646,yes
1000431.1402756537,-1.4915552608710294,-0.010187403466170834,yes
999931.6197390717,-1.4915565398450068,-0.0082990822154159,yes
999905.5238796589,-1.4915318199536405,-0.011387092687102697,yes
998876.4661560159,-1.4913667660445178,-0.009213379654216055,yes
1006149.2290599523,-1.490876182246757,-0.007105873607327092,yes
1007680.2719379088,-1.4908208191228798,-0.007842639104699185,yes
1008862.5007666987,-1.4907916383592374,-0.008413672663520501,yes
1007605.5248743922,-1.49171137396809,-0.008520966058489262,yes
1003687.7165031561,-1.4918504675599367,-0.009590459629260339,yes
1006525.4998026146,-1.4919334680627105,-0.007282694150264538,yes
1013472.1179620479,-1.4913126854059788,-0.008812467829517239,yes
1009397.3902679388,-1.4906355189004863,-0.008100914794795537,yes
1005532.3628083804,-1.4926912223714048,-0.00821897837141445,yes
958707.0564112577,-1.4917290142425197,-0.010413259145880286,yes
960098.9868858674,-1.4917967651408457,-0.009695659512844627,yes
961359.6446111556,-1.4912236154763463,-0.00968670764101787,yes
963194.2083919749,-1.491799222176935,-0.0100238605077131,yes
962348.8151411475,-1.491692208426869,-0.009815775871393352,yes
961667.9027682026,-1.488120476537577,-0.010403553567269712,yes
964277.5011020937,-1.4904040504465705,-0.009033178278206936,yes
960129.4545384548,-1.491243717177195,-0.01028085026316161,yes
961651.457236759,-1.4907376521818563,-0.01022820509176372,yes
957863.1229144757,-1.488875187431819,-0.009713587060813818,yes
961152.469026662,-1.4933774233290114,-0.009939335291334603,yes
961069.0155528854,-1.4917022434818041,-0.010148624805977731,yes
960181.2900284646,-1.4934051378503503,-0.009898710180220899,yes
961543.3712494314,-1.4936298269631747,-0.008278528893708344,yes
963103.0242035477,-1.4935168866200066,-0.010321483268654133,yes
962117.9539883772,-1.494457928461597,-0.008929979006664729,yes
961926.7321533537,-1.4927338057284953,-0.009162969182341926,yes
961620.3707734648,-1.4941921389697688,-0.009754170644228241,yes
963554.5851155046,-1.4932440921428625,-0.009699429158111974,yes
960173.4003739131,-1.492315473574454,-0.0091709522328858,yes
960186.6822857425,-1.491219684517627,-0.009007503638219928,yes
961924.5961750686,-1.4910865622047897,-0.009605370159042776,yes
957977.0345245979,-1.492472229764632,-0.009605824995680783,yes
962065.8291433706,-1.490416059965296,-0.010057956232330238,yes
962501.2011497411,-1.4923103328729446,-0.00937166299110521,yes
960454.5655181566,-1.4914532566527097,-0.01031181839896674,yes
968048.9107055963,-1.4893317127728325,-0.010372700272050006,yes
963095.0926115828,-1.4893225954564442,-0.008741287182324402,yes
962514.1387755759,-1.4910736238505586,-0.01118268912809572,yes
963592.2953942448,-1.4899758292291059,-0.0102983576051382,yes
964363.5962668573,-1.4906597684818117,-0.011480746807090434,yes
702960.3779541894,-1.4966111720272262,-0.009297801484560528,yes
706044.4320066088,-1.493587330516123,-0.011548510685659296,yes
696579.047738311,-1.4917123777710204,-0.0089111907627945,yes
713854.5769742667,-1.4959528047937203,-0.009157881920601863,yes
723227.5600272561,-1.4946047174401411,-0.009244914494028141,yes
724041.3979458618,-1.4928213544929245,-0.010075758072872355,yes
724245.1990195677,-1.4958472510007368,-0.007998797613648639,yes
721934.9137917438,-1.4936779876787643,-0.009886241247755357,yes
724590.8591584287,-1.4932343882515442,-0.00915269006092869,yes
724011.180041331,-1.493445505326245,-0.009214012873653341,yes
725880.2676387085,-1.494492100337959,-0.010082523751124018,yes
722413.688387693,-1.4949836793614337,-0.010497820758465266,yes
726346.1028959935,-1.493240013838704,-0.010165379300825408,yes
719644.7880154937,-1.4954239595080685,-0.009471083224630718,yes
649727.4887916183,-1.488847045638888,-0.007619016684613671,yes
692639.697370343,-1.486743828840295,-0.009959943591264543,yes
721215.680154975,-1.4948928733285838,-0.008468140764795415,yes
712489.104726735,-1.4958831368596106,-0.00944984354580424,yes
719199.582772318,-1.4953413336859112,-0.00980186936150325,yes
707764.1340707717,-1.4942209192172367,-0.009597589906125662,yes
721571.7994083714,-1.4961338314194574,-0.010531274697876698,yes
720045.9015486538,-1.4945550456299652,-0.008174480871592607,yes
723540.3174863162,-1.4963506229902581,-0.00975031045309929,yes
686091.7082810084,-1.4927625983437347,-0.010944716981286611,yes
718196.9432010954,-1.4947557116207904,-0.009508317225018423,yes
728551.4817289868,-1.493956039142418,-0.009617770905996076,yes
730991.1640753712,-1.496086041697031,-0.01032268202063674,yes
727133.0664318831,-1.4936740104203534,-0.010444204838428579,yes
721273.214848574,-1.492803620842206,-0.009306051870319052,yes
720438.9344835051,-1.493887612189388,-0.009112220685903623,yes
720433.0875105684,-1.492923298818564,-0.010227425069269208,yes
723474.389122062,-1.4908202495449803,-0.009479308752625348,yes
725123.4007347483,-1.4951223601293149,-0.008759916474860605,yes
728369.0390977694,-1.4929347636814083,-0.010218514264759037,yes
727848.7913839405,-1.4955578222588368,-0.010485168246305472,yes
730090.8458372969,-1.4934846654677216,-0.010028703883420325,yes
729112.6581196793,-1.4923478667517638,-0.00900687548670142,yes
725453.9123906483,-1.4944579891730592,-0.012132732854591734,yes
720497.1420824698,-1.4946561989432938,-0.009661114267457969,yes
719747.1923226315,-1.4961434866064833,-0.009865977070296123,yes
719589.4695033154,-1.49119876981479,-0.008042187671615547,yes
718761.5768762368,-1.4935187002801509,-0.010139410346415847,yes
719744.5756287039,-1.4945676376271115,-0.00841246217067096,yes
724463.9374984015,-1.449580313336125,-0.0096940103392261,yes
722304.7793106049,-1.4940664338689829,-0.012844632541569664,yes
722105.820871104,-1.4953268558346142,-0.010209491995757571,yes
721512.5401436149,-1.4948626637356774,-0.008357577591570665,yes
720829.942216573,-1.4949196855159066,-0.009365742602414512,yes
721246.4073597526,-1.4944284841671056,-0.009975796584954257,yes
723017.4281267768,-1.495984206913073,-0.009519033534277906,yes
724442.9899534632,-1.4959438217726317,-0.00978846268453779,yes
728786.0691342601,-1.4961148632466477,-0.009496868238890037,yes
727954.4405675812,-1.4958969843038286,-0.008757090999110971,yes
728629.7757249972,-1.4936726086424992,-0.010064548946579968,yes
1208858.333101539,-1.4883356330961073,-0.009524899040654258,yes
1209208.5544370664,-1.4906101782050243,-0.009165088665085249,yes
1215250.8684747117,-1.4888407263534307,-0.009208943553219264,yes
1212402.9969442638,-1.4911109723039606,-0.010882841382697999,yes
1210855.32284535,-1.4893613477367054,-0.010315051805649999,yes
1206592.7761946227,-1.4887986817799304,-0.008966225169788334,yes
1207700.3292981777,-1.4904771297391406,-0.009491695070034677,yes
1207657.712544958,-1.489929591225865,-0.009499283550375548,yes
1208337.7872720815,-1.490527069933405,-0.009378442662808554,yes
1208500.7564668572,-1.4899703599439125,-0.009013567972923292,yes
1211808.985208473,-1.488348116158147,-0.009658499949214494,yes
1206384.6109453486,-1.4901449856671969,-0.00886918893876011,yes
1204914.4627648387,-1.4888109187137157,-0.008974344293055454,yes
1206127.9296880397,-1.4904169733192671,-0.00750146413253958,yes
1204165.5491724617,-1.4874636578333018,-0.009129871610196787,yes
1203688.2264549593,-1.489897169045386,-0.009214141641268908,yes
1203914.991551062,-1.4852205232715616,-0.009486383848179748,yes
1203192.0484436755,-1.4883898369353006,-0.00959861552806631,yes
1205382.636685378,-1.488748240233505,-0.009417175914756545,yes
1204191.2487450591,-1.4891339539346156,-0.009602164473704789,yes
1204380.190225646,-1.4860811318975846,-0.01078500412011248,yes
1203464.4236629112,-1.487379646519034,-0.009551492824965641,yes
1203267.880212654,-1.4879138246586938,-0.009467319419239869,yes
1206762.5461209125,-1.4888683766016735,-0.009988534125567909,yes
1210428.670415388,-1.488873064750059,-0.009294281536570373,yes
1206080.1206980143,-1.4909138688103023,-0.009616829589083352,yes
1203805.6412277329,-1.4898669772058302,-0.010053834539470275,yes
1202023.0280266802,-1.4897179230461004,-0.010195036943887285,yes
1200642.4317922124,-1.4917702027286657,-0.010172938689521084,yes
1204493.448881663,-1.4886955312421122,-0.011092877850746946,yes
1204095.962519584,-1.4897140382131149,-0.009341248738244878,yes
1206743.646581883,-1.4905456826389227,-0.009885218481116554,yes
1209124.1754100174,-1.4900630430337398,-0.010687966828185316,yes
1210934.2004950666,-1.486828368594583,-0.010705588884899888,yes
1209388.5907593695,-1.4894025861129279,-0.01046447879531286,yes
1210032.234304842,-1.4883714244161346,-0.00969624068907983,yes
1210876.196081251,-1.4897723078660356,-0.010935770636069778,yes
1205092.0033245313,-1.490349442303037,-0.009730582574585459,yes
1208397.3157381103,-1.488216124007617,-0.010755601783037291,yes
1208550.3429959044,-1.486832980974434,-0.010416100572224371,yes
1208151.1671795177,-1.4897574272381162,-0.009804750737621368,yes
1201246.1662659473,-1.4873500518776053,-0.010536317925956763,yes
1210747.7176270569,-1.4896360706646503,-0.009168421503127562,yes
1211261.5937444987,-1.4876057559846108,-0.009096364708666618,yes
1209934.023002658,-1.487889656849937,-0.010410278842684478,yes
1216290.551275819,-1.4894658955315914,-0.01038114779374283,yes
1211599.8409259215,-1.490619627946836,-0.010243299011335437,yes
1215305.2180810906,-1.4891517683177433,-0.009607089583362463,yes
1211591.1279445472,-1.4895871383241086,-0.010318896408821736,yes
1210368.8590343453,-1.48795151364506,-0.00981706559221826,yes
1208424.820769705,-1.489989999798806,-0.010815311249080934,yes
1207718.1599064353,-1.488007412739797,-0.010560017442811202,yes
1221416.0475603438,-1.4893733652486865,-0.010105076092382,yes
1221976.030979372,-1.4880765898230925,-0.010790004419829791,yes
1216887.8543160441,-1.490501809155488,-0.010889584471742608,yes
1215720.9924678893,-1.4874795684864621,-0.011860988231770179,yes
1214707.457415105,-1.4895534954000755,-0.011124121468706935,yes
1215250.8566856608,-1.4895907840123839,-0.009467981889275242,yes
1219197.3205772855,-1.4898204625952078,-0.011451506467311683,yes
1217083.2261370902,-1.4892547110617054,-0.010617817142278019,yes
1218523.4849871635,-1.4895798040797843,-0.009447085797290535,yes
1220774.4484550194,-1.489198170871142,-0.012075898166666202,yes
1222226.792310021,-1.4885233984587432,-0.011142569843779678,yes
1218538.4977251817,-1.4899028384464887,-0.011243376932517736,yes
1214305.5851424634,-1.4912011332169357,-0.011040890252643558,yes
1214273.6464777137,-1.4904960025598404,-0.011375639794680691,yes
1220252.0790985622,-1.490012514255329,-0.012110919308765893,yes
1225041.642580327,-1.4893446104223118,-0.01200495964101462,yes
1223265.8859327992,-1.48901820757347,-0.01012130183493366,yes
1216728.613449242,-1.489018276916443,-0.010892698376048487,yes
1222086.3741287412,-1.490273570242786,-0.009934128748899143,yes
1217227.3404618076,-1.4892664987352202,-0.010135736861814291,yes
1216588.5516415788,-1.4891213344571053,-0.010562290522248299,yes
1217897.3302998813,-1.4896632814049073,-0.010060685302736218,yes
1203903.3598718804,-1.4881614924002442,-0.009013042069274457,yes
1207864.7284459008,-1.4895362331706299,-0.009339516883991334,yes
1202985.7537866249,-1.4865104982529567,-0.0091928070824086,yes
1209847.8510224028,-1.488823543292637,-0.011972847925269734,yes
1206354.2596519766,-1.4873948743745589,-0.009718890838177525,yes
1205341.8245556708,-1.4885954072763046,-0.010127333164971917,yes
1205016.6190239354,-1.4879027294586158,-0.01013127452592477,yes
1205052.873003762,-1.4884224593295698,-0.01005909778060399,yes
1204929.8265470532,-1.4884477926140964,-0.009272255537531407,yes
1202904.0788035374,-1.4876258623527225,-0.00974284111459011,yes
1204748.858870923,-1.4891954446202762,-0.009363604761328264,yes
1200939.3140993202,-1.488248632253999,-0.010225986990009964,yes
1202695.467222499,-1.4882955019263884,-0.009648791523774222,yes
1200285.0069902572,-1.4887869838986443,-0.010869010802952803,yes
1197965.4841251457,-1.4884059540394832,-0.009919017122799509,yes
1197790.8443609886,-1.486980868749067,-0.01082256170945802,yes
1200800.4708899842,-1.4870760749967882,-0.01046860030080552,yes
1200073.2746902176,-1.487742307845961,-0.010146840313382602,yes
1198327.8949302626,-1.488471254925736,-0.009107911815955562,yes
1196775.2960915286,-1.489866186027063,-0.009798823774152974,yes
1196375.9117665528,-1.4900314802978465,-0.010437797281532815,yes
1196317.8153502995,-1.490541308249471,-0.010246682940953305,yes
1198847.2635375448,-1.4890147026778908,-0.010083910679780065,yes
1198071.0002565312,-1.4912350535616297,-0.009105305926726084,yes
1199611.4855151293,-1.4898410662352282,-0.0106052490593935,yes
1195013.9826341688,-1.4892025345353068,-0.009928064965522157,yes
1193040.5778130281,-1.4900762328198494,-0.009257581914926143,yes
1192780.9548338098,-1.4896173182800971,-0.009635686809445388,yes
31444.70557721507,-1.4339505283113128,0.03233924620546452,yes
33589.13334529351,-1.43166705185805,0.04313776619679405,yes
31381.53428928528,-1.4281160680650955,0.06214916429687493,yes
32646.34821163258,-1.335488301267708,0.04992687940298923,yes
34449.58090378535,-1.416438559074125,0.057855512970455214,yes
